k,features,s2m,m2s,cross_mean,in_static,in_mobile,coverage,has_dead,degenerate,is_selected
2,AvgTxPacketSize;AvgFlowThroughput,0.7282000000000001,0.7113416666666666,0.7197708333333334,0.7421666666666665,0.7792500000000001,exhaustive,False,False,False
2,AvgTxPacketSize;AvgTxBytesPerFlow,0.7282000000000001,0.7113416666666666,0.7197708333333334,0.7421666666666665,0.7792500000000001,exhaustive,False,False,False
2,AvgTxPacketSize;AvgTxPacketsPerFlow,0.7190250000000001,0.71325,0.7161375000000001,0.7457083333333333,0.7770833333333332,exhaustive,False,False,False
2,AvgTxPacketSize;FlowDurationStd,0.73405,0.7199083333333333,0.7269791666666666,0.7300416666666667,0.7768333333333333,exhaustive,False,False,False
2,AvgTxPacketSize;FlowThroughputStd,0.7656583333333332,0.7213083333333333,0.7434833333333333,0.7485416666666667,0.7852916666666667,exhaustive,False,False,False
2,DataPacketRate;AvgFlowDuration,0.5089750000000001,0.521375,0.515175,0.554625,0.5408750000000001,exhaustive,False,False,False
2,DataPacketRate;AvgFlowThroughput,0.7165666666666667,0.6826,0.6995833333333333,0.6993333333333333,0.7249166666666667,exhaustive,False,False,False
2,DataPacketRate;AvgTxBytesPerFlow,0.7165666666666667,0.6826,0.6995833333333333,0.6993333333333333,0.7249166666666667,exhaustive,False,False,False
2,DataPacketRate;AvgTxPacketSize,0.7663083333333334,0.7189416666666667,0.7426250000000001,0.7322916666666667,0.7798333333333334,exhaustive,False,False,False
2,DataPacketRate;AvgTxPacketsPerFlow,0.583725,0.5750500000000001,0.5793875,0.5891666666666667,0.6024583333333333,exhaustive,False,False,False
2,DataPacketRate;FlowDurationStd,0.5114833333333334,0.5324583333333334,0.5219708333333334,0.5532499999999999,0.5386666666666667,exhaustive,False,False,False
2,DataPacketRate;FlowThroughputStd,0.6461333333333333,0.6744249999999999,0.6602791666666666,0.682,0.6461666666666667,exhaustive,False,False,False
2,DataPacketRate;NormalizedRoutingLoad,0.524575,0.5310083333333333,0.5277916666666667,0.5752499999999999,0.5373749999999999,exhaustive,False,False,False
2,DataPacketRate;Throughput,0.7637416666666667,0.7210749999999999,0.7424083333333333,0.7330416666666667,0.7792916666666666,exhaustive,False,False,False
2,FlowDurationStd;AvgTxBytesPerFlow,0.6576083333333334,0.6728416666666668,0.6652250000000001,0.6813750000000001,0.7227916666666666,exhaustive,False,False,False
2,FlowDurationStd;AvgTxPacketsPerFlow,0.5585749999999999,0.5829000000000001,0.5707375,0.591125,0.61875,exhaustive,False,False,False
2,FlowThroughputStd;AvgFlowDuration,0.53195,0.6506416666666667,0.5912958333333334,0.6726666666666666,0.6398333333333333,exhaustive,False,False,False
2,FlowThroughputStd;AvgTxBytesPerFlow,0.7248,0.7171833333333333,0.7209916666666667,0.7451249999999999,0.74225,exhaustive,False,False,False
2,FlowThroughputStd;AvgTxPacketsPerFlow,0.6481666666666667,0.6503583333333333,0.6492625,0.6924166666666666,0.6831666666666667,exhaustive,False,False,False
2,FlowThroughputStd;FlowDurationStd,0.5191666666666667,0.6602333333333333,0.5897,0.6737916666666667,0.6425416666666667,exhaustive,False,False,False
2,HnaMessageRate;AverageHopCount,0.5259083333333333,0.5211583333333334,0.5235333333333334,0.5325416666666666,0.5294166666666666,exhaustive,True,False,False
2,HnaMessageRate;AverageMprCount,0.7334999999999999,0.8142416666666668,0.7738708333333333,0.8572083333333333,0.8662083333333334,exhaustive,True,False,False
2,HnaMessageRate;AvgFlowDuration,0.5016249999999999,0.5077999999999999,0.5047124999999999,0.5383749999999999,0.5054583333333333,exhaustive,True,False,False
2,HnaMessageRate;AvgFlowThroughput,0.7131333333333334,0.6697083333333333,0.6914208333333334,0.6771666666666666,0.7189583333333333,exhaustive,True,False,False
2,HnaMessageRate;AvgTxBytesPerFlow,0.7131333333333334,0.6697083333333333,0.6914208333333334,0.6771666666666666,0.7189583333333333,exhaustive,True,False,False
2,HnaMessageRate;AvgTxPacketSize,0.7717749999999999,0.7130583333333332,0.7424166666666665,0.7252083333333332,0.7776666666666667,exhaustive,True,False,False
2,HnaMessageRate;AvgTxPacketsPerFlow,0.5841583333333333,0.5720083333333333,0.5780833333333333,0.5827916666666667,0.6069166666666667,exhaustive,True,False,False
2,HnaMessageRate;DataPacketRate,0.54095,0.5339916666666666,0.5374708333333333,0.5379166666666667,0.5335416666666667,exhaustive,True,False,False
2,HnaMessageRate;FlowDurationStd,0.5015916666666667,0.5111416666666666,0.5063666666666666,0.5407083333333332,0.5021666666666667,exhaustive,True,False,False
2,HnaMessageRate;FlowThroughputStd,0.6293083333333334,0.65515,0.6422291666666666,0.6531250000000001,0.6324583333333333,exhaustive,True,False,False
2,HnaMessageRate;NormalizedRoutingLoad,0.5109916666666666,0.545,0.5279958333333333,0.5596666666666666,0.510875,exhaustive,True,False,False
2,HnaMessageRate;RoutingOverheadBytesRatio,0.5132166666666667,0.5407166666666666,0.5269666666666666,0.5581666666666667,0.5165416666666666,exhaustive,True,False,False
2,HnaMessageRate;Throughput,0.621525,0.5964999999999999,0.6090125,0.601,0.6222083333333334,exhaustive,True,False,False
2,MidMessageRate;AverageHopCount,0.5259083333333333,0.5211583333333334,0.5235333333333334,0.5325416666666666,0.5294166666666666,exhaustive,True,False,False
